Date,Symbol,Open,High,Low,Close,Volume
12/6/2022 9:30,SNOW,136.02,136.93,135.6,136.35,78169
12/6/2022 9:31,SNOW,135.99,136.06,135.35,135.99,18495
12/6/2022 9:32,SNOW,135.99,137,135.91,136.31,24050
12/6/2022 9:33,SNOW,136.09,136.09,134.51,134.89,26982
12/6/2022 9:34,SNOW,134.66,135.11,134.26,134.26,19629
12/6/2022 9:35,SNOW,134.26,135,134,134.36,17035
12/6/2022 9:36,SNOW,134.04,135,134.04,134.72,12298
12/6/2022 9:37,SNOW,134.94,135.74,134.5,135.27,15324
12/6/2022 9:38,SNOW,135.44,135.57,135,135.11,14439
12/6/2022 9:39,SNOW,135.02,135.02,134.5,134.5,5455
12/6/2022 9:40,SNOW,134.48,134.68,134.1,134.12,18009
12/6/2022 9:41,SNOW,134.12,134.47,133.69,134.05,22101
12/6/2022 9:42,SNOW,134.15,135.21,134.07,134.86,17553
12/6/2022 9:43,SNOW,134.99,135.02,134.47,134.8,9338
12/6/2022 9:44,SNOW,134.88,134.94,134.67,134.69,8464
12/6/2022 9:45,SNOW,134.81,134.99,134.27,134.89,15318
12/6/2022 9:46,SNOW,134.83,134.84,134.5,134.62,13079
12/6/2022 9:47,SNOW,134.66,134.9,134.5,134.56,11222
12/6/2022 9:48,SNOW,134.5,135.6,134.5,135.51,13068
12/6/2022 9:49,SNOW,135.51,136.5,135.51,136.44,24639
12/6/2022 9:50,SNOW,136.44,136.44,135.57,136.24,23560
12/6/2022 9:51,SNOW,136.17,136.36,135.67,135.97,12336
12/6/2022 9:52,SNOW,135.97,136.32,135.87,136.08,21629
12/6/2022 9:53,SNOW,135.97,136.13,135.42,135.53,21716
12/6/2022 9:54,SNOW,135.49,135.55,134.48,134.5,31399
12/6/2022 9:55,SNOW,134.56,134.77,134.31,134.39,8162
12/6/2022 9:56,SNOW,134.33,134.38,133.85,133.86,26137
12/6/2022 9:57,SNOW,133.97,134,133.38,133.44,35423
12/6/2022 9:58,SNOW,133.55,133.66,133.44,133.44,12174
12/6/2022 9:59,SNOW,133.52,133.89,133.42,133.62,20672
12/6/2022 10:00,SNOW,133.43,133.66,133.21,133.55,31823
12/6/2022 10:01,SNOW,133.56,133.85,133.41,133.67,13736
12/6/2022 10:02,SNOW,133.64,133.67,133.21,133.23,15644
12/6/2022 10:03,SNOW,133.32,133.51,133.21,133.49,9594
12/6/2022 10:04,SNOW,133.5,133.77,133.44,133.52,15441
12/6/2022 10:05,SNOW,133.53,133.53,133.11,133.3,11148
12/6/2022 10:06,SNOW,133.22,133.3,133.06,133.29,13109
12/6/2022 10:07,SNOW,133.18,133.18,132.55,132.61,45878
12/6/2022 10:08,SNOW,132.61,133.61,132.51,133.24,31029
12/6/2022 10:09,SNOW,133.26,133.5,133.05,133.43,8358
12/6/2022 10:10,SNOW,133.42,133.65,133.08,133.54,9939
12/6/2022 10:11,SNOW,133.53,134.12,133.36,133.95,15812
12/6/2022 10:12,SNOW,134,134.02,133.61,133.67,26220
12/6/2022 10:13,SNOW,133.65,133.78,133.23,133.33,19757
12/6/2022 10:14,SNOW,133.35,133.35,132.58,132.6,38626
12/6/2022 10:15,SNOW,132.6,133.16,132.51,133.11,27858
12/6/2022 10:16,SNOW,133.07,133.37,132.99,133.1,7947
12/6/2022 10:17,SNOW,133.28,133.5,133.15,133.27,5919
12/6/2022 10:18,SNOW,133.24,133.38,133.04,133.1,7883
12/6/2022 10:19,SNOW,133.19,133.25,132.98,133.2,27054
12/6/2022 10:20,SNOW,133.11,133.67,133.01,133.54,25196
12/6/2022 10:21,SNOW,133.48,133.63,133.26,133.37,5184
12/6/2022 10:22,SNOW,133.25,133.34,132.91,133,14580
12/6/2022 10:23,SNOW,133.11,133.64,133.11,133.47,12677
12/6/2022 10:24,SNOW,133.41,133.63,133.32,133.45,10828
12/6/2022 10:25,SNOW,133.55,133.6,133.34,133.34,13853
12/6/2022 10:26,SNOW,133.33,133.84,133.33,133.76,15437
12/6/2022 10:27,SNOW,133.76,133.77,133.59,133.65,9842
12/6/2022 10:28,SNOW,133.64,133.75,133.6,133.66,13072
12/6/2022 10:29,SNOW,133.65,134.09,133.6,133.75,17335
12/6/2022 10:30,SNOW,133.9,134.05,133.78,133.78,10874
12/6/2022 10:31,SNOW,133.92,134.11,133.67,133.67,13053
12/6/2022 10:32,SNOW,133.68,134.05,133.53,134.05,9617
12/6/2022 10:33,SNOW,134.04,134.26,133.82,134.26,12623
12/6/2022 10:34,SNOW,134.18,134.32,133.98,134.25,11332
12/6/2022 10:35,SNOW,134.16,134.58,134.16,134.42,11228
12/6/2022 10:36,SNOW,134.36,134.59,134.25,134.52,6522
12/6/2022 10:37,SNOW,134.59,134.7,134.18,134.18,8854
12/6/2022 10:38,SNOW,134.14,134.26,133.86,134,10795
12/6/2022 10:39,SNOW,133.88,133.92,133.61,133.73,16706
12/6/2022 10:40,SNOW,133.68,134.01,133.61,133.86,4633
12/6/2022 10:41,SNOW,133.9,133.9,133.54,133.8,8430
12/6/2022 10:42,SNOW,133.76,134,133.76,133.9,7602
12/6/2022 10:43,SNOW,133.92,134.24,133.92,134.23,8435
12/6/2022 10:44,SNOW,134.24,134.69,134.22,134.62,14964
12/6/2022 10:45,SNOW,134.68,134.95,134.58,134.95,12339
12/6/2022 10:46,SNOW,134.87,135.18,134.63,134.74,20004
12/6/2022 10:47,SNOW,134.78,134.9,134.45,134.45,9577
12/6/2022 10:48,SNOW,134.62,134.93,134.54,134.93,16849
12/6/2022 10:49,SNOW,134.93,135.13,134.8,134.96,7740
12/6/2022 10:50,SNOW,134.96,135.24,134.94,135.23,11486
12/6/2022 10:51,SNOW,135.21,135.38,135,135.33,21652
12/6/2022 10:52,SNOW,135.33,135.36,135.2,135.32,2884
12/6/2022 10:53,SNOW,135.19,135.21,135,135.07,5925
12/6/2022 10:54,SNOW,135.08,135.11,134.91,134.99,20664
12/6/2022 10:55,SNOW,135,135.35,134.99,135.22,9492
12/6/2022 10:56,SNOW,135.24,135.4,135.08,135.11,5761
12/6/2022 10:57,SNOW,135.11,135.27,135.06,135.11,3531
12/6/2022 10:58,SNOW,135.13,135.13,134.82,135.08,20386
12/6/2022 10:59,SNOW,135.11,135.14,134.91,134.97,11480
12/6/2022 11:00,SNOW,135.02,135.33,134.97,135.18,10681
12/6/2022 11:01,SNOW,135.3,135.33,135.17,135.27,7120
12/6/2022 11:02,SNOW,135.23,135.3,135.15,135.23,3532
12/6/2022 11:03,SNOW,135.21,135.29,135.02,135.04,4638
12/6/2022 11:04,SNOW,135.02,135.15,134.95,135.13,10287
12/6/2022 11:05,SNOW,135.15,135.77,135.09,135.68,13740
12/6/2022 11:06,SNOW,135.74,136.26,135.57,135.85,24632
12/6/2022 11:07,SNOW,135.7,136.1,135.7,135.86,16455
12/6/2022 11:08,SNOW,135.78,135.89,135.58,135.75,15246
12/6/2022 11:09,SNOW,135.68,135.68,135.36,135.37,9804
12/6/2022 11:10,SNOW,135.5,135.72,135.2,135.72,15214
12/6/2022 11:11,SNOW,135.77,136.11,135.68,136.11,27948
12/6/2022 11:12,SNOW,136.03,136.3,135.94,136.06,15544
12/6/2022 11:13,SNOW,136.06,136.1,135.8,136,14309
12/6/2022 11:14,SNOW,136,136.21,136,136.08,9635
12/6/2022 11:15,SNOW,136.14,136.14,135.87,136,14952
