Date,Symbol,Open,High,Low,Close,Volume
12/8/2022 9:30,SNOW,139.28,139.95,138.93,139.25,46988
12/8/2022 9:31,SNOW,139.08,139.08,137.65,137.96,16945
12/8/2022 9:32,SNOW,138.12,138.89,137.89,138.03,20710
12/8/2022 9:33,SNOW,137.71,137.95,136.89,136.98,17616
12/8/2022 9:34,SNOW,137.05,137.25,136.8,137.19,17574
12/8/2022 9:35,SNOW,137.11,137.11,136.14,136.18,19543
12/8/2022 9:36,SNOW,136.17,136.67,136.15,136.36,7015
12/8/2022 9:37,SNOW,136.62,136.87,136.3,136.42,15735
12/8/2022 9:38,SNOW,136.21,136.32,135.59,136.08,16120
12/8/2022 9:39,SNOW,136.09,136.54,135.81,135.81,12593
12/8/2022 9:40,SNOW,136.05,136.62,135.88,136.56,10786
12/8/2022 9:41,SNOW,136.42,136.9,136.31,136.47,13495
12/8/2022 9:42,SNOW,136.62,136.9,136.22,136.85,8761
12/8/2022 9:43,SNOW,136.81,136.81,136.37,136.59,6811
12/8/2022 9:44,SNOW,136.76,137.23,136.55,136.76,7613
12/8/2022 9:45,SNOW,136.78,136.88,136.5,136.74,16548
12/8/2022 9:46,SNOW,136.73,137.74,136.73,137.74,12409
12/8/2022 9:47,SNOW,137.78,138.5,137.69,138.39,17664
12/8/2022 9:48,SNOW,138.12,138.25,137.41,137.41,12297
12/8/2022 9:49,SNOW,137.61,138.34,137.5,138.34,9230
12/8/2022 9:50,SNOW,138.34,138.65,138.04,138.29,19225
12/8/2022 9:51,SNOW,138.07,138.68,138.07,138.58,17924
12/8/2022 9:52,SNOW,138.47,139.11,138.14,139.03,13776
12/8/2022 9:53,SNOW,139,139.46,138.96,139.09,17809
12/8/2022 9:54,SNOW,139.11,139.11,138.43,138.8,11925
12/8/2022 9:55,SNOW,138.78,139,138.61,139,15992
12/8/2022 9:56,SNOW,138.96,139.5,138.91,139.5,14146
12/8/2022 9:57,SNOW,139.61,139.86,139.44,139.68,12369
12/8/2022 9:58,SNOW,139.83,140.6,139.83,140.36,55028
12/8/2022 9:59,SNOW,140.47,140.81,140.2,140.69,27668
12/8/2022 10:00,SNOW,140.7,141.73,140.7,141.18,45538
12/8/2022 10:01,SNOW,141.23,141.26,140.45,140.96,28598
12/8/2022 10:02,SNOW,140.83,140.97,140.45,140.67,27225
12/8/2022 10:03,SNOW,140.59,141.21,140.37,141.04,28424
12/8/2022 10:04,SNOW,141.04,141.35,140.96,141.15,8912
12/8/2022 10:05,SNOW,141.15,142.13,141.15,141.88,38938
12/8/2022 10:06,SNOW,141.96,142.16,141.68,141.69,27760
12/8/2022 10:07,SNOW,141.94,142.29,141.84,142.27,21698
12/8/2022 10:08,SNOW,142.17,142.32,142,142.25,12794
12/8/2022 10:09,SNOW,142.34,142.34,142.01,142.25,24413
12/8/2022 10:10,SNOW,142.3,142.85,142.3,142.74,22127
12/8/2022 10:11,SNOW,142.74,142.76,142.42,142.57,19603
12/8/2022 10:12,SNOW,142.64,142.74,142.35,142.45,18365
12/8/2022 10:13,SNOW,142.48,142.88,142.33,142.4,16763
12/8/2022 10:14,SNOW,142.46,142.75,142.35,142.65,26647
12/8/2022 10:15,SNOW,142.65,143.09,142.59,142.93,30152
12/8/2022 10:16,SNOW,142.9,142.93,142.5,142.69,19295
12/8/2022 10:17,SNOW,142.64,142.67,141.73,141.77,32056
12/8/2022 10:18,SNOW,141.81,142.02,141.29,141.5,28150
12/8/2022 10:19,SNOW,141.59,141.95,141.36,141.83,22086
12/8/2022 10:20,SNOW,141.85,141.98,141.42,141.74,22384
