Date,Symbol,Open,High,Low,Close,Volume
11/30/2022 18:00,^ETHUSD,"1,294.73","1,295.22","1,294.46","1,295.22",14
11/30/2022 18:01,^ETHUSD,"1,295.22","1,295.80","1,295.05","1,295.72",16
11/30/2022 18:02,^ETHUSD,"1,295.73","1,295.73","1,294.74","1,294.80",20
11/30/2022 18:03,^ETHUSD,"1,294.71","1,294.71","1,293.87","1,293.87",19
11/30/2022 18:04,^ETHUSD,"1,293.83","1,293.98","1,293.58","1,293.74",14
11/30/2022 18:05,^ETHUSD,"1,293.38","1,293.46","1,292.77","1,293.05",18
11/30/2022 18:06,^ETHUSD,"1,292.89","1,293.12","1,291.25","1,291.25",21
11/30/2022 18:07,^ETHUSD,"1,291.34","1,291.34","1,290.28","1,290.75",23
11/30/2022 18:08,^ETHUSD,"1,290.76","1,293.64","1,290.76","1,293.51",20
11/30/2022 18:09,^ETHUSD,"1,293.17","1,294.32","1,293.17","1,293.57",17
11/30/2022 18:10,^ETHUSD,"1,293.84","1,293.84","1,292.95","1,293.63",16
11/30/2022 18:11,^ETHUSD,"1,293.62","1,294.47","1,292.94","1,292.99",17
11/30/2022 18:12,^ETHUSD,"1,293.43","1,293.73","1,293.08","1,293.22",15
11/30/2022 18:13,^ETHUSD,"1,293.22","1,293.34","1,292.88","1,292.94",20
11/30/2022 18:14,^ETHUSD,"1,293.28","1,293.83","1,293.05","1,293.83",18
11/30/2022 18:15,^ETHUSD,"1,293.49","1,293.84","1,293.49","1,293.59",13
11/30/2022 18:16,^ETHUSD,"1,293.59","1,295.21","1,293.59","1,295.21",17
11/30/2022 18:17,^ETHUSD,"1,295.20","1,295.58","1,295.02","1,295.02",16
11/30/2022 18:18,^ETHUSD,"1,295.25","1,295.38","1,294.57","1,294.57",13
11/30/2022 18:19,^ETHUSD,"1,294.51","1,294.51","1,292.48","1,292.48",19
11/30/2022 18:20,^ETHUSD,"1,292.48","1,293.28","1,291.34","1,293.28",15
11/30/2022 18:21,^ETHUSD,"1,293.43","1,293.93","1,293.15","1,293.24",19
11/30/2022 18:22,^ETHUSD,"1,293.47","1,293.59","1,293.19","1,293.36",18
11/30/2022 18:23,^ETHUSD,"1,293.70","1,293.90","1,293.29","1,293.39",12
11/30/2022 18:24,^ETHUSD,"1,293.56","1,294.06","1,293.24","1,293.24",16
11/30/2022 18:25,^ETHUSD,"1,293.28","1,293.28","1,292.70","1,293.20",14
11/30/2022 18:26,^ETHUSD,"1,293.34","1,293.37","1,292.11","1,292.30",16
11/30/2022 18:27,^ETHUSD,"1,292.46","1,292.94","1,291.89","1,292.05",17
11/30/2022 18:28,^ETHUSD,"1,291.98","1,292.00","1,291.67","1,291.84",15
11/30/2022 18:29,^ETHUSD,"1,291.88","1,292.09","1,291.39","1,291.62",18
11/30/2022 18:30,^ETHUSD,"1,291.62","1,292.82","1,291.62","1,292.47",18
11/30/2022 18:31,^ETHUSD,"1,292.24","1,292.62","1,291.63","1,291.70",20
11/30/2022 18:32,^ETHUSD,"1,291.83","1,292.02","1,291.22","1,291.22",18
