Date,Symbol,Open,High,Low,Close,Volume
12/9/2022 9:30,SNOW,142.59,143.69,142.19,143.27,58662
12/9/2022 9:31,SNOW,143.23,143.33,141.82,142.43,16188
12/9/2022 9:32,SNOW,142.5,144.74,142.31,144.61,29256
12/9/2022 9:33,SNOW,144.74,145.47,144.6,145.25,28375
12/9/2022 9:34,SNOW,145.1,145.69,144.57,145.45,18120
12/9/2022 9:35,SNOW,145.62,145.73,144.77,145.26,22663
12/9/2022 9:36,SNOW,145.38,145.49,144.76,144.92,19921
12/9/2022 9:37,SNOW,144.8,145.81,144.34,145.64,18703
12/9/2022 9:38,SNOW,145.63,146.27,145.63,145.87,31599
12/9/2022 9:39,SNOW,145.82,146.2,145.5,145.82,14867
12/9/2022 9:40,SNOW,145.69,146.19,145.12,146.19,15943
12/9/2022 9:41,SNOW,146.03,146.05,145.15,145.44,30493
12/9/2022 9:42,SNOW,145.22,145.91,145.22,145.91,8322
12/9/2022 9:43,SNOW,145.92,145.95,145.42,145.51,10756
12/9/2022 9:44,SNOW,145.5,146.15,145.26,145.95,21192
12/9/2022 9:45,SNOW,145.94,146.49,145.73,146.26,25785
12/9/2022 9:46,SNOW,146.25,146.25,145.67,146.03,16613
12/9/2022 9:47,SNOW,146.09,146.6,145.68,146.6,14785
12/9/2022 9:48,SNOW,146.45,146.48,146.03,146.21,10934
12/9/2022 9:49,SNOW,146.3,146.33,145.98,146.12,5959
12/9/2022 9:50,SNOW,145.93,145.93,145.1,145.26,15551
12/9/2022 9:51,SNOW,145.33,146.58,145.33,146.43,33164
12/9/2022 9:52,SNOW,146.43,146.76,146.29,146.6,20084
12/9/2022 9:53,SNOW,146.72,146.8,146.45,146.62,20266
12/9/2022 9:54,SNOW,146.69,146.92,146.44,146.6,16875
12/9/2022 9:55,SNOW,146.62,147.11,146.61,146.88,36344
12/9/2022 9:56,SNOW,146.88,147.3,146.51,147,31689
12/9/2022 9:57,SNOW,147.03,147.75,147.03,147.6,18123
12/9/2022 9:58,SNOW,147.61,147.72,147.31,147.46,16197
12/9/2022 9:59,SNOW,147.53,148.11,147.44,148,23922
12/9/2022 10:00,SNOW,148.09,148.5,147.25,147.58,38863
12/9/2022 10:01,SNOW,147.56,148,147.56,147.95,16026
12/9/2022 10:02,SNOW,147.97,148.38,147.8,148.38,14445
12/9/2022 10:03,SNOW,148.32,148.68,148.13,148.66,24941
12/9/2022 10:04,SNOW,148.68,148.68,147.57,147.69,19600
12/9/2022 10:05,SNOW,147.69,147.89,147.12,147.47,14459
12/9/2022 10:06,SNOW,147.35,148.15,147.35,148.05,16185
12/9/2022 10:07,SNOW,148.12,148.12,147.54,147.66,13984
12/9/2022 10:08,SNOW,147.64,147.76,147.25,147.5,20258
12/9/2022 10:09,SNOW,147.65,148.02,147.52,147.61,21195
12/9/2022 10:10,SNOW,147.65,147.97,147.61,147.75,6864
12/9/2022 10:11,SNOW,147.75,147.75,147.39,147.72,20966
12/9/2022 10:12,SNOW,147.79,147.9,147.5,147.56,8033
12/9/2022 10:13,SNOW,147.55,147.76,147.38,147.38,11380
12/9/2022 10:14,SNOW,147.5,147.89,147.43,147.81,17881
12/9/2022 10:15,SNOW,147.9,148.45,147.69,147.82,19291
12/9/2022 10:16,SNOW,147.88,147.96,147.53,147.89,6215
12/9/2022 10:17,SNOW,147.95,148.03,147.69,147.75,5590
12/9/2022 10:18,SNOW,147.76,148.02,147.61,147.88,24657
12/9/2022 10:19,SNOW,147.81,148,147.65,147.77,9164
12/9/2022 10:20,SNOW,147.53,148.11,147.51,147.97,9977
12/9/2022 10:21,SNOW,147.91,148.2,147.86,148.05,9272
12/9/2022 10:22,SNOW,148.1,148.38,148,148.03,20834
12/9/2022 10:23,SNOW,148.08,148.08,147.07,147.23,19851
12/9/2022 10:24,SNOW,147.28,147.52,147.1,147.27,7074
12/9/2022 10:25,SNOW,147.32,147.8,147.11,147.27,15193
12/9/2022 10:26,SNOW,147.2,147.31,146.8,147.28,14441
12/9/2022 10:27,SNOW,147.15,147.21,146.76,146.95,13123
12/9/2022 10:28,SNOW,147.06,147.06,146.78,146.78,7430
12/9/2022 10:29,SNOW,146.89,147.19,146.82,147.13,13018
12/9/2022 10:30,SNOW,147.2,147.88,147.15,147.86,30155
12/9/2022 10:31,SNOW,147.88,148.42,147.81,147.92,27080
12/9/2022 10:32,SNOW,148,148.15,147.79,147.8,5693
12/9/2022 10:33,SNOW,147.87,147.87,147.61,147.67,3326
12/9/2022 10:34,SNOW,147.79,147.86,147.31,147.6,8201
12/9/2022 10:35,SNOW,147.59,147.6,147.02,147.23,12253
12/9/2022 10:36,SNOW,147.47,147.85,147.45,147.78,5743
12/9/2022 10:37,SNOW,147.74,148.13,147.65,147.89,15902
12/9/2022 10:38,SNOW,147.86,147.87,147.61,147.78,4431
12/9/2022 10:39,SNOW,147.85,147.89,147.67,147.88,3399
12/9/2022 10:40,SNOW,147.88,147.88,147.54,147.56,8349
12/9/2022 10:41,SNOW,147.66,147.66,147.24,147.33,5441
12/9/2022 10:42,SNOW,147.24,147.62,147.17,147.62,7466
12/9/2022 10:43,SNOW,147.57,147.76,147.45,147.45,6783
12/9/2022 10:44,SNOW,147.45,147.53,147.25,147.38,4778
12/9/2022 10:45,SNOW,147.37,147.37,147.01,147.16,6943
12/9/2022 10:46,SNOW,147.08,147.15,146.75,147,8453
12/9/2022 10:47,SNOW,146.83,147.24,146.82,147.24,3767
12/9/2022 10:48,SNOW,147.21,147.21,146.96,147.02,5383
12/9/2022 10:49,SNOW,147.12,147.2,146.94,146.98,6546
12/9/2022 10:50,SNOW,146.98,147.29,146.9,147.17,11931
