Date,Symbol,Open,High,Low,Close,Volume
12/7/2022 9:30,SNOW,137.2,137.8,136.84,137.67,84316
12/7/2022 9:31,SNOW,137.6,137.86,137.4,137.78,48283
12/7/2022 9:32,SNOW,137.78,138.46,136.53,136.72,70600
12/7/2022 9:33,SNOW,136.65,137.76,136.5,137.72,23495
12/7/2022 9:34,SNOW,137.37,138.26,137.29,138.05,20710
12/7/2022 9:35,SNOW,138.06,138.5,137.32,138.44,25359
12/7/2022 9:36,SNOW,138.38,139.47,138.2,139.03,51964
12/7/2022 9:37,SNOW,139.05,139.41,138.76,139.14,23507
12/7/2022 9:38,SNOW,139.14,139.73,138.8,139.44,32931
12/7/2022 9:39,SNOW,139.2,140.24,139.17,139.18,41326
12/7/2022 9:40,SNOW,139.35,139.78,139.32,139.32,23245
12/7/2022 9:41,SNOW,139.43,139.53,139,139.23,28844
12/7/2022 9:42,SNOW,139.19,139.44,138.56,139.17,26127
12/7/2022 9:43,SNOW,139.07,139.2,137.72,137.81,39095
12/7/2022 9:44,SNOW,137.83,138.47,137.71,138.15,19574
12/7/2022 9:45,SNOW,138.06,138.58,137.9,138.11,10589
12/7/2022 9:46,SNOW,137.81,138,137.12,137.27,17522
12/7/2022 9:47,SNOW,137.31,137.31,135.97,135.97,42759
12/7/2022 9:48,SNOW,135.94,136.39,135.7,136.29,51367
12/7/2022 9:49,SNOW,136.16,137,135.87,136.85,24279
12/7/2022 9:50,SNOW,136.85,137.02,136.42,136.91,10966
12/7/2022 9:51,SNOW,136.87,137.11,136.42,136.62,11966
12/7/2022 9:52,SNOW,136.71,136.71,136.11,136.2,20195
12/7/2022 9:53,SNOW,136.22,136.68,136.22,136.58,25772
12/7/2022 9:54,SNOW,136.66,136.72,136.01,136.41,16627
12/7/2022 9:55,SNOW,136.7,136.7,136.05,136.51,20258
12/7/2022 9:56,SNOW,136.57,136.68,135.6,136.06,45388
12/7/2022 9:57,SNOW,136.2,136.38,135.89,135.97,16314
12/7/2022 9:58,SNOW,136.12,136.27,135.43,135.57,32494
12/7/2022 9:59,SNOW,135.65,135.92,135.59,135.62,11095
12/7/2022 10:00,SNOW,135.6,135.61,135.13,135.13,38289
12/7/2022 10:01,SNOW,135.17,135.4,134.95,135.29,30840
12/7/2022 10:02,SNOW,135.3,135.81,135.1,135.64,49520
12/7/2022 10:03,SNOW,135.52,135.67,135.01,135.23,58694
12/7/2022 10:04,SNOW,135.09,136.02,135.09,135.68,54020
12/7/2022 10:05,SNOW,135.77,135.9,135.54,135.8,31803
12/7/2022 10:06,SNOW,135.66,135.66,135.16,135.23,20366
12/7/2022 10:07,SNOW,135.27,135.33,134.8,135.08,35593
12/7/2022 10:08,SNOW,135.19,135.4,134.6,134.7,29001
12/7/2022 10:09,SNOW,134.71,134.71,134.25,134.64,45508
12/7/2022 10:10,SNOW,134.67,134.67,134.2,134.56,24798
12/7/2022 10:11,SNOW,134.67,135.02,134.4,134.7,17957
12/7/2022 10:12,SNOW,134.77,135.12,134.69,134.98,16305
12/7/2022 10:13,SNOW,134.98,135.6,134.82,135.28,34928
12/7/2022 10:14,SNOW,135.25,135.26,134.8,135.17,15142
12/7/2022 10:15,SNOW,135.17,135.33,134.96,135.13,13724
12/7/2022 10:16,SNOW,135.13,135.42,135.01,135.25,19750
12/7/2022 10:17,SNOW,135.26,135.3,135.03,135.29,10344
12/7/2022 10:18,SNOW,135.27,135.34,135.14,135.34,5988
12/7/2022 10:19,SNOW,135.25,135.3,134.8,134.96,18500
12/7/2022 10:20,SNOW,134.87,135.24,134.85,135,7919
12/7/2022 10:21,SNOW,135.15,135.27,134.91,134.95,7433
12/7/2022 10:22,SNOW,135,135.08,134.68,134.91,9364
12/7/2022 10:23,SNOW,134.71,134.96,134.57,134.92,8709
